"id","name","category","price","description"
993,"Fried chicken","Beauty & Personal",15224,"In 1989 the building was heavily damaged by fire, but it has since been restored."
994,"Cheese Curds","Office Supply",3046,"Do you come here often?"
995,"Ice Cream Sundae","Health & Hygine",3927,"Ports are used to communicate with the external world."
996,"Root Beer Float","Books",10547,"Erlang is known for its designs that are well suited for systems."
997,"Clam cake","Office Supply",14025,"Erlang is known for its designs that are well suited for systems."
998,"Beef Lo Mein","Health & Hygine",17071,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
999,"Deviled crab","Fashion",1017,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1000,"Salted caramel cookie","Fashion",16598,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1001,"Biscuit","Electronics",8904,"Erlang is known for its designs that are well suited for systems."
1002,"Shrimp Creole","Music Instruments",11425,"I don't even care."
1003,"Sweetbreads","Beauty & Personal",12527,"Ports are used to communicate with the external world."
1004,"Escargot","Electronics",15142,"Erlang is a general-purpose, concurrent, functional programming language."
1005,"Beignets","Video Games",4492,"She spent her earliest years reading classic literature, and writing poetry."
1006,"Creamed corn","Fashion",12169,"The arguments can be primitive data types or compound data types."
1007,"Potato wedges","Fashion",13277,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1008,"Mulligan stew","Office Supply",15468,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1009,"Creamed corn","Fashion",16278,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1010,"Sauteed Morel Mushrooms","Electronics",15614,"Type classes first appeared in the Haskell programming language."
1011,"Bangers and mash","Home & Garden",15890,"Haskell features a type system with type inference and lazy evaluation."
1012,"Philadelphia cheesesteak","Office Supply",6687,"Where are my pants?"
1013,"Sour cream","Beauty & Personal",9259,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1014,"Ice Cream Sundae","Video Games",4413,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1015,"French Dip","Health & Hygine",11277,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1016,"Patty","Music Instruments",1491,"Erlang is a general-purpose, concurrent, functional programming language."
1017,"Chocolate Brownie","Video Games",15650,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1018,"Energy bar","Office Supply",7135,"Its main implementation is the Glasgow Haskell Compiler."
1019,"Tuna casserole","Fashion",6272,"Do you come here often?"
1020,"Potato Wedges","Video Games",1518,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1021,"Albacore Tuna Melt","Fashion",14108,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1022,"Gazpacho","Office Supply",8114,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1023,"Slinger","Music Instruments",9703,"I don't even care."
1024,"Sloppy joe","Sports & Outdoor",13687,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1025,"Sloppy joe","Office Supply",12496,"Erlang is a general-purpose, concurrent, functional programming language."
1026,"Bacon Cheeseburger","Video Games",9320,"Do you have any idea why this is not working?"
1027,"Lobster Newberg","Electronics",10468,"Atoms are used within a program to denote distinguished values."
1028,"Crab Rangoon","Office Supply",12440,"Type classes first appeared in the Haskell programming language."
1029,"BBQ Chicken Pizza","Office Supply",9331,"I don't even care."
1030,"Buffalo wing","Electronics",13857,"Any element of a tuple can be accessed in constant time."
1031,"Creamed corn","Health & Hygine",16129,"Any element of a tuple can be accessed in constant time."
1032,"Chicken herby pasta bake","Sports & Outdoor",8557,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1033,"Onion Rings","Sports & Outdoor",13541,"Any element of a tuple can be accessed in constant time."
1034,"Ceviche","Home & Garden",15485,"Its main implementation is the Glasgow Haskell Compiler."
1035,"Chicago Hot Dog","Home & Garden",3252,"I don't even care."
1036,"Chicharones","Office Supply",4102,"Tuples are containers for a fixed number of Erlang data types."
1037,"Turkish Delight","Music Instruments",13393,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1038,"Baba Ghanoush","Music Instruments",9039,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1039,"Rice and gravy","Video Games",17753,"Do you come here often?"
1040,"Steak Tartare","Electronics",6186,"She spent her earliest years reading classic literature, and writing poetry."
1041,"Frybread","Sports & Outdoor",15187,"Erlang is a general-purpose, concurrent, functional programming language."
1042,"Sichuan Hot Pot","Home & Garden",2191,"I don't even care."
1043,"Tres Leches Cake","Fashion",15360,"It is also a garbage-collected runtime system."
1044,"Bookbinder Soup","Beauty & Personal",4282,"It is also a garbage-collected runtime system."
1045,"Cheese Curds","Fashion",3333,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1046,"Pigs in blankets","Health & Hygine",9702,"He looked inquisitively at his keyboard and wrote another sentence."
1047,"Currywurst","Books",5936,"Tuples are containers for a fixed number of Erlang data types."
1048,"Porterhouse Steak","Fashion",5453,"Ports are used to communicate with the external world."
1049,"Maple bacon donut","Music Instruments",6531,"The arguments can be primitive data types or compound data types."
1050,"Piroshky","Fashion",6336,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1051,"Seafood cocktail","Home & Garden",16221,"Make me a sandwich."
1052,"Cowboy beans","Office Supply",12818,"Tuples are containers for a fixed number of Erlang data types."
1053,"Creamed corn","Electronics",6721,"Any element of a tuple can be accessed in constant time."
1054,"Turducken","Electronics",11296,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1055,"Pancakes","Electronics",5570,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1056,"Margherita Pizza","Video Games",13072,"It is also a garbage-collected runtime system."
1057,"Sonofabitch stew","Office Supply",7240,"Where are my pants?"
1058,"Cheese fries","Sports & Outdoor",19106,"Any element of a tuple can be accessed in constant time."
1059,"Baked potato","Music Instruments",15854,"The arguments can be primitive data types or compound data types."
1060,"White chocolate cookie","Electronics",16429,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1061,"Pan Seared Scallops","Fashion",14120,"Do you come here often?"
1062,"Corn dog","Sports & Outdoor",13055,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1063,"Fried fish","Music Instruments",10047,"Erlang is a general-purpose, concurrent, functional programming language."
1064,"Breaded shrimp","Home & Garden",8735,"Where are my pants?"
1065,"Maple bacon donut","Health & Hygine",8693,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1066,"Hawaiian haystack","Music Instruments",19372,"Atoms are used within a program to denote distinguished values."
1067,"White chocolate cookie","Health & Hygine",18424,"Haskell features a type system with type inference and lazy evaluation."
1068,"Laksa","Electronics",11658,"Do you have any idea why this is not working?"
1069,"Alice Springs Chicken","Electronics",19867,"Erlang is known for its designs that are well suited for systems."
1070,"Rolled oyster","Health & Hygine",15521,"Atoms are used within a program to denote distinguished values."
1071,"Shucked Oysters","Books",8997,"Any element of a tuple can be accessed in constant time."
1072,"Fried Green Tomatoes","Music Instruments",10085,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1073,"Frito Pie","Video Games",11120,"Do you have any idea why this is not working?"
1074,"Carne pizzaiola","Office Supply",12153,"Where are my pants?"
1075,"Pastrami on Rye","Office Supply",4094,"Ports are used to communicate with the external world."
1076,"Tuna Pizza","Office Supply",10650,"Ports are created with the built-in function open_port."
1077,"Poke","Video Games",16870,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1078,"Blue-plate special","Sports & Outdoor",14481,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1079,"Sushi","Video Games",8943,"He looked inquisitively at his keyboard and wrote another sentence."
1080,"Bellini","Video Games",19499,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1081,"Slinger","Books",5257,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1082,"Shrimp Creole","Office Supply",7914,"Make me a sandwich."
1083,"Parma Ham","Health & Hygine",17935,"Atoms are used within a program to denote distinguished values."
1084,"Muffuletta","Sports & Outdoor",11154,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1085,"Pork and beans","Books",14998,"It is also a garbage-collected runtime system."
1086,"Bull roast","Beauty & Personal",5045,"Type classes first appeared in the Haskell programming language."
1087,"Po'Boy","Health & Hygine",19112,"Erlang is known for its designs that are well suited for systems."
1088,"Pepperoni","Video Games",3557,"I don't even care."
1089,"Butter cookie","Home & Garden",8975,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1090,"Turkish Delight","Video Games",11026,"I don't even care."
1091,"Salisbury steak","Beauty & Personal",14228,"Its main implementation is the Glasgow Haskell Compiler."
1092,"Fried Catfish","Home & Garden",11495,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1093,"Parma Ham","Office Supply",9371,"Ports are created with the built-in function open_port."
1094,"Empanada","Electronics",6152,"Ports are created with the built-in function open_port."
1095,"Slinger","Fashion",6486,"Ports are used to communicate with the external world."
1096,"Sour cream","Music Instruments",16307,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1097,"Stuffed zucchini","Music Instruments",11073,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1098,"Prawn Pizza","Electronics",19531,"Its main implementation is the Glasgow Haskell Compiler."
1099,"Biscuit","Office Supply",9188,"Type classes first appeared in the Haskell programming language."
1100,"Sauteed Morel Mushrooms","Music Instruments",1696,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1101,"Supreme pizza","Fashion",4282,"Any element of a tuple can be accessed in constant time."
1102,"Crepes","Electronics",9603,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1103,"Choco pie","Home & Garden",9787,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1104,"Pork Belly","Beauty & Personal",3244,"Ports are created with the built-in function open_port."
1105,"Chicken French","Fashion",10831,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1106,"Hummus","Home & Garden",12335,"The arguments can be primitive data types or compound data types."
1107,"Blue cheese dressing","Video Games",16151,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1108,"Chicken Manchurian","Fashion",13190,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1109,"Spaghetti Bolognese","Fashion",19880,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1110,"Garlic bread","Beauty & Personal",6465,"Make me a sandwich."
1111,"Eggs Neptune","Video Games",3754,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1112,"Potatoes O'Brien","Video Games",1109,"She spent her earliest years reading classic literature, and writing poetry."
1113,"Blue cheese dressing","Health & Hygine",4400,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1114,"Crepes","Beauty & Personal",3431,"Do you come here often?"
1115,"Stuffed peppers","Health & Hygine",2059,"The arguments can be primitive data types or compound data types."
1116,"Pop-Tarts","Electronics",19616,"Its main implementation is the Glasgow Haskell Compiler."
1117,"Chicken fried bacon","Home & Garden",11082,"Ports are used to communicate with the external world."
1118,"Shepherd's Pie","Sports & Outdoor",15122,"Tuples are containers for a fixed number of Erlang data types."
1119,"Hot chicken","Sports & Outdoor",5757,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1120,"Soul food","Sports & Outdoor",4588,"I don't even care."
1121,"Steamed clams","Office Supply",16335,"He looked inquisitively at his keyboard and wrote another sentence."
1122,"Mozzarella sticks","Video Games",19029,"It is also a garbage-collected runtime system."
1123,"Chicken Manchurian","Office Supply",3305,"Ports are used to communicate with the external world."
1124,"Chicken Liver Pate","Health & Hygine",2613,"Tuples are containers for a fixed number of Erlang data types."
1125,"Tetrazzini","Home & Garden",1466,"Its main implementation is the Glasgow Haskell Compiler."
1126,"Roasted Chickpeas","Fashion",4264,"Type classes first appeared in the Haskell programming language."
1127,"London broil","Books",17484,"Atoms are used within a program to denote distinguished values."
1128,"Roasted Bone Marrow","Office Supply",18350,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1129,"Satay","Home & Garden",16380,"Any element of a tuple can be accessed in constant time."
1130,"Empanada","Music Instruments",9747,"Ports are created with the built-in function open_port."
1131,"Pastrami","Sports & Outdoor",4469,"Erlang is known for its designs that are well suited for systems."
1132,"Apple sauce","Health & Hygine",11876,"Haskell features a type system with type inference and lazy evaluation."
1133,"Potato Wedges","Video Games",18326,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1134,"Moules Frites","Video Games",4924,"Haskell features a type system with type inference and lazy evaluation."
1135,"Bull roast","Fashion",11003,"Ports are used to communicate with the external world."
1136,"Turkish Delight","Music Instruments",14037,"Atoms are used within a program to denote distinguished values."
1137,"Grilled Snake","Sports & Outdoor",10946,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1138,"Carolina style","Video Games",15871,"Erlang is known for its designs that are well suited for systems."
1139,"Eggs Benedict","Music Instruments",17934,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1140,"Pocky","Office Supply",6551,"Do you come here often?"
1141,"Stroganoff","Electronics",8345,"Make me a sandwich."
1142,"Po'Boy","Video Games",13193,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1143,"Charleston red rice","Books",10275,"Ports are used to communicate with the external world."
1144,"Gazpacho","Sports & Outdoor",1935,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1145,"Garlic bread","Fashion",18036,"Where are my pants?"
1146,"Suckling Pig","Electronics",11649,"Ports are created with the built-in function open_port."
1147,"Hoppin' John","Office Supply",13894,"Ports are used to communicate with the external world."
1148,"Pickled cucumber","Music Instruments",18587,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1149,"Pumpkin pie","Health & Hygine",2954,"Haskell features a type system with type inference and lazy evaluation."
1150,"Cheese dog","Electronics",7176,"Type classes first appeared in the Haskell programming language."
1151,"Hangtown fry","Beauty & Personal",16354,"Ports are used to communicate with the external world."
1152,"Chicken nugget","Electronics",1732,"Erlang is known for its designs that are well suited for systems."
1153,"Soft Shell Crab","Beauty & Personal",12509,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1154,"Bull roast","Electronics",14619,"Erlang is known for its designs that are well suited for systems."
1155,"Piroshky","Sports & Outdoor",9761,"Haskell features a type system with type inference and lazy evaluation."
1156,"Pancakes","Beauty & Personal",10891,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1157,"Toaster Strudel","Music Instruments",8222,"Type classes first appeared in the Haskell programming language."
1158,"Escargot","Health & Hygine",5636,"Do you come here often?"
1159,"Pastrami","Video Games",5504,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1160,"Cobb Salad","Video Games",5032,"She spent her earliest years reading classic literature, and writing poetry."
1161,"Chinese food","Video Games",6620,"Its main implementation is the Glasgow Haskell Compiler."
1162,"Pepperoni Pizza","Office Supply",2894,"Where are my pants?"
1163,"Pancakes","Office Supply",12135,"Atoms are used within a program to denote distinguished values."
1164,"Escargot","Music Instruments",3347,"It is also a garbage-collected runtime system."
1165,"Maraca pie","Health & Hygine",993,"Tuples are containers for a fixed number of Erlang data types."
1166,"Carne pizzaiola","Sports & Outdoor",1786,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1167,"Kobe Beef","Office Supply",9372,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1168,"Philadelphia cheesesteak","Music Instruments",6359,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1169,"London broil","Electronics",6561,"Do you have any idea why this is not working?"
1170,"Poutine","Office Supply",13120,"Do you have any idea why this is not working?"
1171,"Milkshake","Music Instruments",15396,"Erlang is known for its designs that are well suited for systems."
1172,"Scrapple","Electronics",7780,"The arguments can be primitive data types or compound data types."
1173,"Steak Tartare","Sports & Outdoor",4356,"Any element of a tuple can be accessed in constant time."
1174,"Thousand Island dressing","Video Games",19346,"Make me a sandwich."
1175,"Fries","Beauty & Personal",15078,"She spent her earliest years reading classic literature, and writing poetry."
1176,"Chicken Salad Wrap","Home & Garden",8676,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1177,"Jell-O","Music Instruments",5518,"Do you have any idea why this is not working?"
1178,"Tomato compote","Office Supply",8843,"Type classes first appeared in the Haskell programming language."
1179,"Pumpkin pie","Video Games",17323,"Make me a sandwich."
1180,"Garlic bread","Video Games",4554,"Any element of a tuple can be accessed in constant time."
1181,"Deviled egg","Books",19874,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1182,"Corned beef","Books",15821,"Haskell features a type system with type inference and lazy evaluation."
1183,"Escargot","Music Instruments",13178,"Ports are used to communicate with the external world."
1184,"Spanish rice","Home & Garden",17954,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1185,"Sloppy joe","Office Supply",1957,"Make me a sandwich."
1186,"Spring Rolls","Home & Garden",7916,"It is also a garbage-collected runtime system."
1187,"Sausage gravy","Books",2877,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1188,"Italian Beef Sandwich","Video Games",19542,"Do you have any idea why this is not working?"
1189,"Tin Roof Ice Cream","Video Games",17334,"Atoms are used within a program to denote distinguished values."
1190,"Lorna Doone","Electronics",14209,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1191,"Pickled Okra","Video Games",17510,"Where are my pants?"
1192,"Fish and Chips!","Beauty & Personal",5494,"Ports are created with the built-in function open_port."
1193,"Paella","Home & Garden",11850,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1194,"Cowboy beans","Music Instruments",14134,"Make me a sandwich."
1195,"Cheese balls","Home & Garden",10616,"Make me a sandwich."
1196,"Maraca pie","Beauty & Personal",15260,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1197,"Satay","Fashion",5064,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1198,"Potato wedges","Music Instruments",4153,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1199,"Pastrami","Books",17292,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1200,"Chocolate Chip Cookie","Fashion",9741,"Type classes first appeared in the Haskell programming language."
1201,"London broil","Fashion",15825,"The arguments can be primitive data types or compound data types."
1202,"Corn dog","Home & Garden",5903,"Atoms are used within a program to denote distinguished values."
1203,"Charleston red rice","Music Instruments",546,"Do you come here often?"
1204,"Pan Seared Scallops","Music Instruments",9499,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1205,"Stuffed peppers","Beauty & Personal",6620,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1206,"Mozzarella sticks","Fashion",1382,"Its main implementation is the Glasgow Haskell Compiler."
1207,"Burnt ends","Home & Garden",17121,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1208,"Deviled egg","Music Instruments",16746,"The arguments can be primitive data types or compound data types."
1209,"Chimichanga","Video Games",17719,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1210,"Prawn Pizza","Office Supply",10510,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1211,"Ice Cream","Music Instruments",17262,"Tuples are containers for a fixed number of Erlang data types."
1212,"Phaal","Beauty & Personal",13537,"Ports are used to communicate with the external world."
1213,"Pasta salad","Home & Garden",5904,"Erlang is known for its designs that are well suited for systems."
1214,"Stuffed peppers","Sports & Outdoor",9836,"He looked inquisitively at his keyboard and wrote another sentence."
1215,"Cheesecake","Sports & Outdoor",3555,"Erlang is a general-purpose, concurrent, functional programming language."
1216,"Falafel","Music Instruments",16217,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1217,"Rabbit pie","Office Supply",14422,"Ports are used to communicate with the external world."
1218,"Meatcake","Beauty & Personal",3707,"Atoms are used within a program to denote distinguished values."
1219,"Scampi","Health & Hygine",14187,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1220,"Hawaiian Pizza","Sports & Outdoor",1059,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1221,"Drunken chicken","Electronics",9139,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1222,"Turducken","Music Instruments",13613,"Tuples are containers for a fixed number of Erlang data types."
1223,"Elote","Office Supply",12200,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1224,"Slinger","Home & Garden",947,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1225,"French Dip","Office Supply",552,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1226,"Bellini","Office Supply",18425,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1227,"Turducken","Fashion",15779,"Erlang is a general-purpose, concurrent, functional programming language."
1228,"Sausage gravy","Video Games",7674,"He looked inquisitively at his keyboard and wrote another sentence."
1229,"Falafel","Electronics",728,"Do you have any idea why this is not working?"
1230,"Jell-O","Music Instruments",19893,"Erlang is known for its designs that are well suited for systems."
1231,"Pork and beans","Fashion",7246,"Make me a sandwich."
1232,"Black Pudding","Office Supply",7585,"Erlang is known for its designs that are well suited for systems."
1233,"Carolina style","Health & Hygine",12517,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1234,"Chicken fried steak","Beauty & Personal",12108,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1235,"Prawn Pizza","Health & Hygine",7708,"Where are my pants?"
1236,"Cheesecake","Video Games",14356,"Do you have any idea why this is not working?"
1237,"Philly Cheese Steak","Books",4814,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1238,"Burnt ends","Video Games",7419,"Ports are created with the built-in function open_port."
1239,"Alphabet pasta","Music Instruments",2494,"Type classes first appeared in the Haskell programming language."
1240,"Onion Rings","Office Supply",1465,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1241,"Clam chowder","Beauty & Personal",4268,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1242,"Bookbinder Soup","Music Instruments",19932,"Haskell features a type system with type inference and lazy evaluation."
1243,"Pizza strips","Beauty & Personal",17969,"Make me a sandwich."
1244,"Boulliabaise","Books",16509,"The arguments can be primitive data types or compound data types."
1245,"Bacon Cheeseburger","Books",16246,"Do you come here often?"
1246,"Tuna Pizza","Music Instruments",7276,"She spent her earliest years reading classic literature, and writing poetry."
1247,"Burnt ends","Office Supply",12356,"Tuples are containers for a fixed number of Erlang data types."
1248,"Greek salad","Office Supply",16456,"Haskell features a type system with type inference and lazy evaluation."
1249,"Chicken fingers","Office Supply",5895,"Do you have any idea why this is not working?"
1250,"Piroshky","Beauty & Personal",12632,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1251,"Clam chowder","Books",3143,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1252,"Soul food","Books",11570,"He looked inquisitively at his keyboard and wrote another sentence."
1253,"Clam chowder","Video Games",4623,"Erlang is a general-purpose, concurrent, functional programming language."
1254,"Texas Toast","Beauty & Personal",1108,"Make me a sandwich."
1255,"Souvlaki","Books",9821,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1256,"Spanish rice","Health & Hygine",8282,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1257,"Swiss steak","Home & Garden",15746,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1258,"Greek salad","Fashion",4420,"Do you have any idea why this is not working?"
1259,"Spanish rice","Home & Garden",11856,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1260,"Corn dog","Health & Hygine",5613,"He looked inquisitively at his keyboard and wrote another sentence."
1261,"Chili con carne","Sports & Outdoor",14711,"He looked inquisitively at his keyboard and wrote another sentence."
1262,"Ice Cream Sundae","Health & Hygine",10131,"He looked inquisitively at his keyboard and wrote another sentence."
1263,"Oysters Rockefeller","Electronics",15980,"Do you come here often?"
1264,"Stuffed ham","Electronics",3784,"Do you come here often?"
1265,"Swiss steak","Office Supply",19890,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1266,"Corn chowder","Beauty & Personal",16100,"It is also a garbage-collected runtime system."
1267,"Chicken French","Video Games",17947,"Ports are created with the built-in function open_port."
1268,"Chicken herby pasta bake","Fashion",14081,"Tuples are containers for a fixed number of Erlang data types."
1269,"Chicken fried bacon","Books",5026,"Make me a sandwich."
1270,"Protein bar","Office Supply",9585,"Make me a sandwich."
1271,"Chocolate Brownie","Beauty & Personal",9175,"Erlang is a general-purpose, concurrent, functional programming language."
1272,"Chile Relleno","Music Instruments",11404,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1273,"Dirty rice","Fashion",16513,"Type classes first appeared in the Haskell programming language."
1274,"Cornish game hen","Sports & Outdoor",10046,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1275,"Chicken Divan","Books",18257,"Erlang is a general-purpose, concurrent, functional programming language."
1276,"Stuffed zucchini","Video Games",12701,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1277,"Chicken and waffles","Electronics",19348,"Ports are used to communicate with the external world."
1278,"Texas Toast","Home & Garden",15536,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1279,"Tamales","Sports & Outdoor",17480,"Haskell features a type system with type inference and lazy evaluation."
1280,"Doughnut","Music Instruments",3474,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1281,"Roasted Bone Marrow","Video Games",4402,"Do you come here often?"
1282,"Eggo","Fashion",19922,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1283,"Fry sauce","Sports & Outdoor",11116,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1284,"BBQ Chicken Pizza","Sports & Outdoor",7395,"Do you come here often?"
1285,"Maple bacon donut","Electronics",8940,"Haskell features a type system with type inference and lazy evaluation."
1286,"Gyoza","Sports & Outdoor",571,"Ports are used to communicate with the external world."
1287,"Margherita Pizza","Music Instruments",3297,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1288,"Bangers and mash","Beauty & Personal",13162,"Atoms are used within a program to denote distinguished values."
1289,"Succotash","Sports & Outdoor",823,"Make me a sandwich."
1290,"Buffalo wing","Music Instruments",4209,"Where are my pants?"
1291,"Burnt ends","Office Supply",10118,"Ports are used to communicate with the external world."
1292,"Potatoes O'Brien","Music Instruments",8193,"Ports are used to communicate with the external world."
1293,"Steak sauce","Video Games",7435,"Any element of a tuple can be accessed in constant time."
1294,"Greek salad","Books",17855,"Type classes first appeared in the Haskell programming language."
1295,"Thousand Island dressing","Books",13915,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1296,"Bulgogi","Electronics",16008,"He looked inquisitively at his keyboard and wrote another sentence."
