"id","name","category","price","description"
947,"Creamed eggs on toast","Beauty & Personal",12121,"Ports are created with the built-in function open_port."
948,"Dirty rice","Fashion",7867,"It is also a garbage-collected runtime system."
949,"Chowder","Health & Hygine",19856,"Atoms are used within a program to denote distinguished values."
950,"Cobb Salad","Electronics",2735,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
951,"Polenta","Office Supply",3477,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
952,"Bao","Beauty & Personal",16005,"Do you come here often?"
953,"Lorna Doone","Books",13630,"He looked inquisitively at his keyboard and wrote another sentence."
954,"Stuffed ham","Books",12282,"Do you come here often?"
955,"Salad bar","Sports & Outdoor",15696,"Make me a sandwich."
956,"Mulligan stew","Fashion",809,"I don't even care."
957,"Hog fry","Electronics",13310,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
958,"Milkshake","Electronics",7348,"Type classes first appeared in the Haskell programming language."
959,"Key Lime Pie","Office Supply",1784,"Do you have any idea why this is not working?"
960,"Mission burrito","Beauty & Personal",12964,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
961,"Bread","Electronics",11945,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
962,"Russian dressing","Office Supply",3393,"She spent her earliest years reading classic literature, and writing poetry."
963,"Chicken nuggets","Sports & Outdoor",11776,"Where are my pants?"
964,"Venison","Video Games",5960,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
965,"Corned beef","Sports & Outdoor",2969,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
966,"Salted caramel cookie","Home & Garden",9790,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
967,"BBQ Ribs","Office Supply",17034,"Atoms are used within a program to denote distinguished values."
968,"Eggs Neptune","Office Supply",1006,"Tuples are containers for a fixed number of Erlang data types."
969,"Pickled cucumber","Health & Hygine",5855,"He looked inquisitively at his keyboard and wrote another sentence."
970,"Brisket","Health & Hygine",17822,"Atoms are used within a program to denote distinguished values."
971,"Hot chicken","Fashion",13870,"Do you have any idea why this is not working?"
972,"Apple butter","Office Supply",19945,"Ports are used to communicate with the external world."
973,"Sour cream","Home & Garden",13165,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
974,"Barbecue","Sports & Outdoor",14437,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
975,"Stuffed zucchini","Sports & Outdoor",19362,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
976,"Drunken chicken","Beauty & Personal",3797,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
977,"Maple bacon donut","Video Games",1811,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
978,"Chowder","Books",17025,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
979,"Apple sauce","Fashion",4985,"Do you come here often?"
980,"Rice and gravy","Sports & Outdoor",19570,"Do you have any idea why this is not working?"
981,"Seafood cocktail","Books",17826,"Type classes first appeared in the Haskell programming language."
982,"Paella","Health & Hygine",4740,"Any element of a tuple can be accessed in constant time."
983,"Shrimp and Grits","Video Games",14967,"Make me a sandwich."
984,"Cinnamon Roll","Fashion",3291,"The arguments can be primitive data types or compound data types."
985,"Protein bar","Books",19971,"Haskell features a type system with type inference and lazy evaluation."
986,"Haystack","Fashion",2821,"Haskell features a type system with type inference and lazy evaluation."
987,"Eggs Neptune","Health & Hygine",6156,"Type classes first appeared in the Haskell programming language."
988,"Maple Bacon Doughnut","Music Instruments",7243,"The arguments can be primitive data types or compound data types."
989,"Clam chowder","Sports & Outdoor",8270,"The arguments can be primitive data types or compound data types."
990,"Pork Belly","Electronics",11277,"In 1989 the building was heavily damaged by fire, but it has since been restored."
991,"Yeung Chow fried rice","Beauty & Personal",6761,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
992,"Roasted Bone Marrow","Fashion",3043,"She spent her earliest years reading classic literature, and writing poetry."
993,"Bread","Electronics",9530,"I don't even care."
994,"Fried fish","Books",4288,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
995,"Phaal","Beauty & Personal",10354,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
996,"Gumbo","Health & Hygine",3504,"Haskell features a type system with type inference and lazy evaluation."
997,"Chocolate cheesecake","Home & Garden",11344,"Any element of a tuple can be accessed in constant time."
998,"Phaal","Electronics",2347,"Make me a sandwich."
999,"Stuffed ham","Books",17102,"Do you have any idea why this is not working?"
1000,"Ploye","Beauty & Personal",15843,"Erlang is known for its designs that are well suited for systems."
1001,"Fried chicken","Sports & Outdoor",12791,"Make me a sandwich."
1002,"Hot Chicken sandwich","Office Supply",8543,"It is also a garbage-collected runtime system."
1003,"Alice Springs Chicken","Electronics",12033,"Tuples are containers for a fixed number of Erlang data types."
1004,"Seafood cocktail","Music Instruments",947,"Ports are used to communicate with the external world."
1005,"Domesticated turkey","Health & Hygine",1037,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1006,"Chicken Alfredo","Electronics",8713,"Its main implementation is the Glasgow Haskell Compiler."
1007,"Pan Seared Scallops","Books",5753,"Type classes first appeared in the Haskell programming language."
1008,"Low Country Boil","Video Games",850,"Ports are used to communicate with the external world."
1009,"Russian dressing","Video Games",16145,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1010,"Chicken Salad Wrap","Sports & Outdoor",11040,"Erlang is a general-purpose, concurrent, functional programming language."
1011,"Hoppin' John","Beauty & Personal",14095,"Haskell features a type system with type inference and lazy evaluation."
1012,"Cinnamon Roll","Home & Garden",11400,"Where are my pants?"
1013,"Meatcake","Office Supply",10054,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1014,"Jalapeno Poppers","Electronics",12881,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1015,"Chips and dip","Fashion",19043,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1016,"Sausage gravy","Sports & Outdoor",19597,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1017,"Paella","Video Games",9501,"Make me a sandwich."
1018,"Chile Relleno","Music Instruments",14860,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1019,"Sour cream","Fashion",16165,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1020,"Ploye","Health & Hygine",16312,"Erlang is known for its designs that are well suited for systems."
1021,"Fajitas","Fashion",8673,"Its main implementation is the Glasgow Haskell Compiler."
1022,"Mini pizzas","Fashion",1817,"Tuples are containers for a fixed number of Erlang data types."
1023,"Salisbury steak","Home & Garden",9183,"Erlang is a general-purpose, concurrent, functional programming language."
1024,"Corned beef","Beauty & Personal",13594,"Erlang is a general-purpose, concurrent, functional programming language."
1025,"Chicken fingers","Office Supply",6553,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1026,"Prawn Pizza","Books",1744,"It is also a garbage-collected runtime system."
1027,"BBQ Chicken Pizza","Sports & Outdoor",7701,"Erlang is a general-purpose, concurrent, functional programming language."
1028,"Macaroni and Cheese","Beauty & Personal",18085,"Type classes first appeared in the Haskell programming language."
1029,"Parma Ham","Fashion",17028,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1030,"Cheesy Garlic Bread","Books",3114,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1031,"Chicken and waffles","Sports & Outdoor",14305,"Make me a sandwich."
1032,"Home fries","Music Instruments",13521,"She spent her earliest years reading classic literature, and writing poetry."
1033,"Ice Cream","Books",8441,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1034,"Chicago Deep Dish Pizza","Sports & Outdoor",14528,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1035,"Bear claw","Electronics",2942,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1036,"Porterhouse Steak","Sports & Outdoor",8068,"Any element of a tuple can be accessed in constant time."
1037,"Chinese food","Video Games",3367,"Ports are used to communicate with the external world."
1038,"Boulliabaise","Video Games",7469,"Ports are created with the built-in function open_port."
1039,"Black Pudding","Beauty & Personal",18049,"Where are my pants?"
1040,"Russian dressing","Sports & Outdoor",10379,"It is also a garbage-collected runtime system."
1041,"Glorified rice","Health & Hygine",8816,"Tuples are containers for a fixed number of Erlang data types."
1042,"Spaghetti and Meatballs","Video Games",13737,"Type classes first appeared in the Haskell programming language."
1043,"Kung Pao Chicken","Books",2228,"Where are my pants?"
1044,"Chicken Biryani","Books",3107,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1045,"Chicken fried steak","Sports & Outdoor",4416,"Tuples are containers for a fixed number of Erlang data types."
1046,"Crepes","Music Instruments",8586,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1047,"Domesticated turkey","Music Instruments",17427,"It is also a garbage-collected runtime system."
1048,"Maple Bacon Doughnut","Office Supply",15482,"Erlang is a general-purpose, concurrent, functional programming language."
1049,"Maple Bacon Doughnut","Video Games",998,"She spent her earliest years reading classic literature, and writing poetry."
1050,"Eggs Neptune","Health & Hygine",729,"She spent her earliest years reading classic literature, and writing poetry."
1051,"Hawaiian haystack","Sports & Outdoor",9135,"It is also a garbage-collected runtime system."
1052,"Gyros","Books",12834,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1053,"Bagels and Lox","Fashion",1172,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1054,"Kung Pao Chicken","Office Supply",14925,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1055,"Shish Kabob","Home & Garden",9180,"It is also a garbage-collected runtime system."
1056,"Shawarma","Office Supply",3366,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1057,"Garden salad","Music Instruments",8481,"He looked inquisitively at his keyboard and wrote another sentence."
1058,"Philadelphia cheesesteak","Fashion",14902,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1059,"Stuffed zucchini","Home & Garden",17564,"Its main implementation is the Glasgow Haskell Compiler."
1060,"Chicken fried bacon","Electronics",16083,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1061,"Thousand Island dressing","Home & Garden",1584,"Any element of a tuple can be accessed in constant time."
1062,"Jambalaya","Health & Hygine",3878,"Make me a sandwich."
1063,"Chicken sandwich","Video Games",19735,"Its main implementation is the Glasgow Haskell Compiler."
1064,"London broil","Music Instruments",11097,"Ports are created with the built-in function open_port."
1065,"Fried Green Tomatoes","Music Instruments",19302,"He looked inquisitively at his keyboard and wrote another sentence."
1066,"Falafel","Fashion",3017,"Type classes first appeared in the Haskell programming language."
1067,"Muffuletta","Electronics",9804,"Where are my pants?"
1068,"Popover","Video Games",16062,"Do you come here often?"
1069,"Smelt","Home & Garden",5509,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1070,"Pasta salad","Books",14105,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1071,"Prawn Pizza","Music Instruments",11763,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1072,"Calf's liver and bacon","Sports & Outdoor",1867,"Erlang is a general-purpose, concurrent, functional programming language."
1073,"Poutine","Home & Garden",8610,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1074,"Slinger","Health & Hygine",17641,"Erlang is a general-purpose, concurrent, functional programming language."
1075,"Cheesecake","Beauty & Personal",14823,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1076,"Ice cream cake","Books",18426,"He looked inquisitively at his keyboard and wrote another sentence."
1077,"Mango and Sticky Rice","Health & Hygine",9727,"Ports are used to communicate with the external world."
1078,"Sausage gravy","Music Instruments",10029,"Ports are used to communicate with the external world."
1079,"Escargot","Fashion",18357,"She spent her earliest years reading classic literature, and writing poetry."
1080,"Eggo","Home & Garden",2978,"Make me a sandwich."
1081,"Fajitas","Fashion",9089,"She spent her earliest years reading classic literature, and writing poetry."
1082,"Samosa","Books",2442,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1083,"Lasagna","Video Games",10986,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1084,"Hokkien fried rice","Health & Hygine",14099,"It is also a garbage-collected runtime system."
1085,"Bangers and mash","Health & Hygine",5674,"Its main implementation is the Glasgow Haskell Compiler."
1086,"Pancakes","Health & Hygine",6585,"She spent her earliest years reading classic literature, and writing poetry."
1087,"Doughnut","Office Supply",8841,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1088,"Pigs in blankets","Sports & Outdoor",4847,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1089,"Roasted Chickpeas","Beauty & Personal",12179,"Haskell features a type system with type inference and lazy evaluation."
1090,"Shrimp Creole","Sports & Outdoor",7392,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1091,"Russian dressing","Electronics",12577,"She spent her earliest years reading classic literature, and writing poetry."
1092,"Sour cream","Fashion",6571,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1093,"Pumpkin pie","Music Instruments",18163,"Tuples are containers for a fixed number of Erlang data types."
1094,"Baklava","Beauty & Personal",11076,"Tuples are containers for a fixed number of Erlang data types."
1095,"Mashed pumpkin","Fashion",1903,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1096,"Drunken chicken","Beauty & Personal",11981,"Make me a sandwich."
1097,"Peanut butter","Home & Garden",10389,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1098,"Hog fry","Sports & Outdoor",12144,"Atoms are used within a program to denote distinguished values."
1099,"Brisket","Video Games",18693,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1100,"Potato salad","Fashion",10697,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1101,"Hangtown fry","Books",13289,"Its main implementation is the Glasgow Haskell Compiler."
1102,"Reuben","Home & Garden",9389,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1103,"Frybread","Music Instruments",8565,"Its main implementation is the Glasgow Haskell Compiler."
1104,"Sichuan Hot Pot","Music Instruments",1169,"Its main implementation is the Glasgow Haskell Compiler."
1105,"Root Beer Float","Video Games",16893,"Any element of a tuple can be accessed in constant time."
1106,"St. Paul Sandwich","Fashion",4034,"Do you come here often?"
1107,"Kung Pao Chicken","Music Instruments",7757,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1108,"Mini pizzas","Home & Garden",14515,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1109,"Frito Pie","Music Instruments",10403,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1110,"Fish and Chips!","Sports & Outdoor",4695,"Ports are created with the built-in function open_port."
1111,"Chicken and waffles","Sports & Outdoor",10824,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1112,"Chips and dip","Electronics",4050,"She spent her earliest years reading classic literature, and writing poetry."
1113,"Elote","Beauty & Personal",19049,"Make me a sandwich."
1114,"Baklava","Video Games",16638,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1115,"Maple bacon donut","Sports & Outdoor",15138,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1116,"Risotto","Office Supply",9500,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1117,"Haggis","Music Instruments",18382,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1118,"Mozzarella sticks","Video Games",19584,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1119,"Pumpkin pie","Electronics",6590,"Ports are created with the built-in function open_port."
1120,"Chicken nuggets","Books",9074,"Ports are used to communicate with the external world."
1121,"Senate bean soup","Health & Hygine",18064,"She spent her earliest years reading classic literature, and writing poetry."
1122,"Cheese stuffed crust pizza","Sports & Outdoor",17562,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1123,"Pasta salad","Music Instruments",10120,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1124,"Jambalaya","Home & Garden",11231,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1125,"Corn flakes","Home & Garden",13268,"She spent her earliest years reading classic literature, and writing poetry."
1126,"Biscuit","Sports & Outdoor",13867,"Haskell features a type system with type inference and lazy evaluation."
1127,"Pork Belly","Office Supply",2908,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1128,"Pastrami","Office Supply",16938,"Erlang is known for its designs that are well suited for systems."
1129,"Rabbit pie","Video Games",10893,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1130,"Mulligan stew","Books",8834,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1131,"Jerky","Beauty & Personal",9146,"She spent her earliest years reading classic literature, and writing poetry."
1132,"Bull roast","Electronics",6016,"Erlang is a general-purpose, concurrent, functional programming language."
1133,"Sichuan Hot Pot","Video Games",4286,"Erlang is a general-purpose, concurrent, functional programming language."
1134,"Swiss steak","Beauty & Personal",6141,"Erlang is a general-purpose, concurrent, functional programming language."
1135,"Bellini","Electronics",7200,"Erlang is a general-purpose, concurrent, functional programming language."
1136,"Chicken Manchurian","Video Games",10456,"I don't even care."
1137,"Margherita Pizza","Health & Hygine",9575,"Any element of a tuple can be accessed in constant time."
1138,"Bookbinder Soup","Sports & Outdoor",17806,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1139,"Cheesy Garlic Bread","Health & Hygine",2123,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1140,"Potato skins","Music Instruments",13803,"The arguments can be primitive data types or compound data types."
1141,"New York-Style Pizza","Health & Hygine",13914,"He looked inquisitively at his keyboard and wrote another sentence."
1142,"Philadelphia cheesesteak","Video Games",8615,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1143,"Blue-plate special","Books",11974,"Ports are created with the built-in function open_port."
1144,"Philly Cheese Steak","Books",8715,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1145,"Abalone","Beauty & Personal",17442,"Tuples are containers for a fixed number of Erlang data types."
1146,"Supreme pizza","Music Instruments",1255,"Atoms are used within a program to denote distinguished values."
1147,"Dirty rice","Beauty & Personal",18979,"Do you come here often?"
1148,"Pemmican","Home & Garden",11052,"Its main implementation is the Glasgow Haskell Compiler."
1149,"Mozzarella sticks","Sports & Outdoor",18950,"Its main implementation is the Glasgow Haskell Compiler."
1150,"Lorna Doone","Video Games",12052,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1151,"London broil","Fashion",17989,"Type classes first appeared in the Haskell programming language."
1152,"Milk Steak","Beauty & Personal",1368,"Make me a sandwich."
1153,"Chocolate Brownie","Books",8873,"She spent her earliest years reading classic literature, and writing poetry."
1154,"Clam chowder","Fashion",8780,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1155,"Swiss steak","Video Games",14176,"Ports are used to communicate with the external world."
1156,"Bulgogi","Fashion",7104,"Its main implementation is the Glasgow Haskell Compiler."
1157,"Swiss steak","Video Games",747,"Type classes first appeared in the Haskell programming language."
1158,"Roasted Chickpeas","Books",1302,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1159,"Chicken nuggets","Office Supply",8027,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1160,"Ceviche","Electronics",6251,"The arguments can be primitive data types or compound data types."
1161,"Grilled Snake","Home & Garden",5000,"Where are my pants?"
1162,"Texas Toast","Video Games",12441,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1163,"Ammonia cookie","Video Games",8580,"Make me a sandwich."
1164,"Philadelphia cheesesteak","Home & Garden",15468,"Any element of a tuple can be accessed in constant time."
1165,"Cheesecake","Books",9578,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1166,"Shawarma","Books",19278,"He looked inquisitively at his keyboard and wrote another sentence."
1167,"Pan Seared Scallops","Sports & Outdoor",8306,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1168,"Milkshake","Fashion",11579,"Tuples are containers for a fixed number of Erlang data types."
1169,"Haystack","Health & Hygine",4290,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1170,"Maine Lobster","Music Instruments",8152,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1171,"Baked potato","Electronics",12984,"Erlang is a general-purpose, concurrent, functional programming language."
1172,"Parma Ham","Sports & Outdoor",13113,"I don't even care."
1173,"Squab","Books",18957,"I don't even care."
1174,"Bread","Music Instruments",1891,"Any element of a tuple can be accessed in constant time."
1175,"Elote","Books",10761,"Erlang is a general-purpose, concurrent, functional programming language."
1176,"Steak Tartare","Electronics",9302,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1177,"Gyoza","Books",12138,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1178,"Pork and beans","Office Supply",18662,"Make me a sandwich."
1179,"Chicken Liver Pate","Sports & Outdoor",9822,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1180,"Chicken and waffles","Home & Garden",3332,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1181,"Albacore Tuna Melt","Electronics",19912,"I don't even care."
1182,"Sweetbreads","Beauty & Personal",16135,"Make me a sandwich."
1183,"Pepperoni","Electronics",3227,"Erlang is known for its designs that are well suited for systems."
1184,"Lobster Newberg","Beauty & Personal",8293,"Atoms are used within a program to denote distinguished values."
1185,"Bread","Music Instruments",15866,"Do you have any idea why this is not working?"
1186,"Fattoush Salad","Video Games",19655,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1187,"Senate bean soup","Health & Hygine",1804,"Any element of a tuple can be accessed in constant time."
1188,"Jambalaya","Video Games",3141,"Where are my pants?"
1189,"Macaroni and cheese","Books",15187,"He looked inquisitively at his keyboard and wrote another sentence."
1190,"Potato skins","Books",9329,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1191,"Potato Wedges","Electronics",9914,"Where are my pants?"
1192,"Calf's liver and bacon","Health & Hygine",17248,"He looked inquisitively at his keyboard and wrote another sentence."
1193,"Pickled Okra","Sports & Outdoor",14377,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1194,"Chili con carne","Fashion",3208,"He looked inquisitively at his keyboard and wrote another sentence."
1195,"Calf's liver and bacon","Books",11599,"Its main implementation is the Glasgow Haskell Compiler."
1196,"Scrapple","Fashion",6812,"I don't even care."
1197,"Swiss steak","Fashion",4929,"Do you have any idea why this is not working?"
1198,"Mulligan stew","Beauty & Personal",5436,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1199,"Meat Feast Pizza","Sports & Outdoor",8492,"Ports are used to communicate with the external world."
1200,"Corn chowder","Electronics",17215,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1201,"Wasabi Peas","Home & Garden",11558,"Where are my pants?"
1202,"Osso Buco","Books",10203,"I don't even care."
1203,"Kung Pao Chicken","Health & Hygine",11989,"Make me a sandwich."
1204,"Bagels and Lox","Music Instruments",12054,"Atoms are used within a program to denote distinguished values."
1205,"Slinger","Fashion",10502,"Where are my pants?"
1206,"Falafel","Music Instruments",19735,"It is also a garbage-collected runtime system."
1207,"Hot chicken","Beauty & Personal",13974,"The arguments can be primitive data types or compound data types."
1208,"St. Paul Sandwich","Health & Hygine",4135,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1209,"Potatoes O'Brien","Beauty & Personal",5091,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1210,"Steamed clams","Fashion",13712,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1211,"Maraca pie","Home & Garden",4052,"It is also a garbage-collected runtime system."
1212,"Deviled crab","Fashion",7347,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1213,"Chili dog","Health & Hygine",12417,"Ports are used to communicate with the external world."
1214,"Ice Cream","Sports & Outdoor",696,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1215,"Pigs in blankets","Beauty & Personal",13731,"Make me a sandwich."
1216,"Chili con carne","Office Supply",11726,"Its main implementation is the Glasgow Haskell Compiler."
1217,"Steak sandwich","Sports & Outdoor",3257,"Its main implementation is the Glasgow Haskell Compiler."
1218,"Tomato compote","Video Games",19792,"Where are my pants?"
1219,"Schnitzel","Home & Garden",2008,"Its main implementation is the Glasgow Haskell Compiler."
1220,"Surf and turf","Books",15459,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1221,"Jell-O","Home & Garden",5100,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1222,"Chicken fried bacon","Office Supply",4368,"The arguments can be primitive data types or compound data types."
1223,"Onion ring","Beauty & Personal",3115,"She spent her earliest years reading classic literature, and writing poetry."
1224,"Deviled egg","Music Instruments",4658,"Do you come here often?"
1225,"Cheese dog","Fashion",9627,"Any element of a tuple can be accessed in constant time."
1226,"Mission burrito","Sports & Outdoor",9810,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1227,"Porterhouse Steak","Health & Hygine",10811,"Atoms are used within a program to denote distinguished values."
1228,"Scrapple","Music Instruments",17435,"She spent her earliest years reading classic literature, and writing poetry."
1229,"Mozzarella sticks","Beauty & Personal",5381,"Any element of a tuple can be accessed in constant time."
1230,"Soft Shell Crab","Home & Garden",10429,"The arguments can be primitive data types or compound data types."
1231,"Chile Relleno","Fashion",16540,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1232,"Turkish Delight","Music Instruments",16570,"It is also a garbage-collected runtime system."
1233,"Tomato compote","Electronics",14978,"Atoms are used within a program to denote distinguished values."
1234,"Venison","Office Supply",9867,"I don't even care."
1235,"Tuna Pizza","Home & Garden",573,"Ports are used to communicate with the external world."
1236,"Tuna casserole","Books",13113,"Where are my pants?"
1237,"Baked potato","Fashion",6261,"It is also a garbage-collected runtime system."
1238,"Doughnut","Health & Hygine",13819,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1239,"Jambalaya","Home & Garden",5805,"Haskell features a type system with type inference and lazy evaluation."
1240,"Yeung Chow fried rice","Office Supply",17045,"Ports are created with the built-in function open_port."
1241,"Souvlaki","Office Supply",19613,"Erlang is known for its designs that are well suited for systems."
1242,"Shish Kabob","Home & Garden",3997,"He looked inquisitively at his keyboard and wrote another sentence."
1243,"Swiss steak","Music Instruments",16840,"Any element of a tuple can be accessed in constant time."
1244,"Buffalo Wings","Office Supply",10969,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1245,"Milk toast","Video Games",5904,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1246,"BBQ Ribs","Music Instruments",2101,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
